Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"@CarmenShier @CBCNews ""Doctors said they think it's the metals in the vaccine that's causing her to have the neurological reaction"" 2:15 Jan 18, 2021 RT Woman's severe reaction to Pfizer COVID vaccine prompts investigation - YouTube https://t.co/HmERAKa5qy",0,0,0,0,0,0,0,0,1,0,0,0
"@StevenWillcox2 @KenGardner11 The idea of *forcing* someone to do something, especially something like a vaccine under the penalty of not getting something from the Gov, is unconstitutional at best.",0,1,0,0,0,0,0,0,0,0,0,0
@Hotairmail1 @trevor_stables @nicholaswatt Agree. I can’t see how a vaccine can be rushed through. Time is the test any experiment needs.,0,0,0,0,0,0,1,0,0,0,0,0
It's all coming out into the open. A vaccine rushed into production & only authorized for emergency use is bound to be full of flaws/potential dangers to health Ireland to suspend use of Oxford/AstraZeneca jab as blood clots precaution https://t.co/1hFSOZEAsN Sent via @updayUK,0,0,0,0,0,0,1,0,1,0,0,0
Boston Doctor Develops Severe Allergic Reaction After Getting Moderna Vaccine https://t.co/jUIA8hhAEl https://t.co/PjNVAaCsau,0,0,0,0,0,0,0,0,1,0,0,0
"@FindIssue @GEPrager @JB3719 @AlexBerenson @pfizer Nah, hard pass. You get it. YOU will be protected. Leave the rest of us alone.",0,0,0,0,0,0,0,0,0,0,0,1
"As US health authorities show reluctance to allow AstraZeneca to resume clinical trials of its coronavirus vaccine, a plethora of questions remain unanswered regarding the neurological illnesses suffered by study participants after they received injections of the expt vaccine.",0,0,0,0,0,0,0,0,1,0,0,0
@Working4All @MacAssassin123 @bchena1313 @disclosetv 😂🤣😂🤣 okay settle down now blown gasket. You have the right to choose to get vaccinated and that is your right. Just like those who choose not to it is their right to make that choice not to. Having this “pass” as they call it is removing choice and that is against people’s,0,1,0,0,0,0,0,0,0,0,0,0
"Those vacines have not be properly tested, and no one, under any circumstances should be forced to take them. #MondayThoughts Australia scraps a Covid-19 vaccine that produced H.I.V. false positives. https://t.co/fENBpQwjMI",0,1,0,0,0,0,1,0,0,0,0,0
Go on TV and tell me why Pfizer is protected from recourse of the adverse reactions of Covid 19 Vaccines! @KGallagher #WHYCovid,0,0,0,0,0,0,0,0,1,0,0,0
"Even I'm surprised at hearing that AZN #oxfordvaccine only 8% effective in >65 year-olds (prob 0% after 3 months). If true, how devastating the false security of those vaccinated w/ this #covidvaccine might turn out to be....",0,0,0,0,0,0,0,0,0,1,0,0
"Anyone up to volunteer for the latest car-crash of the #Pfizer #Vaccine? Didn't think so. Best skip this one. #Covid 4 German care workers rushed to hospital after Pfizer coronavirus vaccination, claims that 8 received 'accidental overdose' https://t.co/c7z3m2c2yR",0,0,0,0,0,0,0,0,1,0,0,0
@SusanHarris80 @Dempz8 @C53758546Mandy Its not a vaccine like we had. Its an experimental vaccine. Kids are not dying from this virus so why do they need it?,1,0,0,0,0,0,1,0,0,0,0,0
People will argue that they should be fine if they are vaccinated. This thinking misses the point completely. It is the fine that is illegal (violates charter rights) and will get thrown out in court.,0,0,0,0,0,0,0,0,1,0,0,0
@BBCNewsNI Pfizer were fined $2.3B in 2009 (biggest fine in healthcare history) for marketing 4 of its drugs for off label use. Fined £84.2M for overcharging the NHS in 2016. You really expect people to take a vaccine made by them when they also have a liability waiver from damages!!!!,0,0,1,0,0,0,0,0,0,0,0,0
"@DL7010 You obviously do not see it as a problem, fine. Agree to disagree. Do you think you could help research the placebo used in the Pfizer mRNA vaccine, please? That would really help. TIA.",0,0,0,0,0,0,0,1,0,0,0,0
@eleonorasfalcon @Phoebejoy1611 And what about the long term effects of an untrialled vaccine? You can stop taking pills but you can't take a vaccine out of your body.,0,0,0,0,0,0,1,0,1,0,0,0
"Dr. Scott Jensen reminds all, as to the immorality of vaccine passports. Public health is in dangerous waters and way over its head. ""Stupid is what stupid does"". BTW, looks like he is running for Gov of Minnesota!",0,1,0,0,0,0,0,0,0,0,0,0
@RepCarolMiller @HouseGOP @realDonaldTrump @moderna_tx Great they have a vaccine... Its amazing what happens when you cut out the red tape.. but a company that never made anything for humans before created it.. I don't think so...,0,0,0,0,0,0,1,0,0,0,0,0
@davebirkett @freep What a ridicules statement. Zero vaccines have been discovered for EVERY other covid virus. Very good chance no vaccine will work for this virus either. Remember the covid virus SARS? Still no vaccine...,0,0,0,0,0,0,0,0,0,1,0,0
"@fraggle_rock74 @CheftrainerC @KellyHrudey Ya, and now health Canada is telling people NOT to take the AstraZeneca Covid vaccine because they are finding bad side effects. Including deadly blood clots. Gee, what a surprise. You dumb fucks. lol",0,0,0,0,0,0,0,0,1,0,0,0
"Liablity_Insurance #Pfizer is demanding countries put up #sovereign_assets, bank reserves, military bases and buildings, as #collateral for expected #vaccine_injury_lawsuits resulting from its COVID-19 inoculation Argentina and Brazil have rejected Pfizer’s demands. @mercola",0,0,0,0,0,0,0,0,1,0,0,0
@NormaOr98852103 @realDonaldTrump Fact is no one could afford Obama care..double premiums 1200 plus monthly..huge deds..couldn't keep our doctors or ins co..we want choice not govt rulership.lets start with HCQ.. ivectermin..for covid that is a political election issue..if a med works no emergency vaccine needed https://t.co/hhcS0S42Vp,0,0,0,0,1,0,0,0,0,0,0,0
"@ZambeziOutpost @Effiedeans Not sure what happened in Brazil with their vaccine, but is was bad enough to stop all COVID vaccinations.",0,0,0,0,0,0,0,0,1,0,0,0
"If this Covid vaccine is so safe and this government and Pfizer are so confident in it, why has Pfizer been given protection from legal action by UK government ? In other words, if this vaccine totally fks you up, there’s nothing you can do about it..... Enjoy your vaccine.",0,0,0,0,0,0,0,0,1,0,0,0
@JuliaHB1 sorry Julia you are wrong... Read the #Pfizer material (and it goes for any vaccine) all they can claim is an reduction of symptoms... Plus you could still be infectious,0,0,0,0,0,0,0,0,0,1,0,0
"Nothing is 100% safe, even Tylenol has side effects which is in the Moderns vaccine. I can take safe Tylenol from home. Your vaccines are rushed and people still got sick with Covid-19 while taking the Moderna vaccine. It’s not guaranteed to protect people from getting Covid-19!",0,0,0,0,0,0,1,0,1,1,0,0
"@PIB_India @drharshvardhan @MoHFW_INDIA I don't buy ""critical role of vaccine in controlling pandemic"" It is only 1 of many options. https://t.co/LSvIN94NlJ Low Vitamin D itself is correlated with Covid hospitalization. Many are cured through Ayurveda, Siddha too. Cases declining even b4 vaccine. https://t.co/5Lzwu80kSQ",1,0,0,0,0,0,0,0,0,0,0,0
Canada and now Germany. Two major countries? Not so comfy now. 5000 post vaccination deaths in US alone with under 55s being a concern and no observable benefit for those over 70? And UK wants a vaccine passport. Pffft....,0,1,0,0,0,0,0,0,1,1,0,0
"Nothing to see here. The CDC and FDA received 1,170 reports of death among individuals in the U.S. who received a Covid vaccine. https://t.co/cyBANHP2yG #covidvaccine",0,0,0,0,0,0,0,0,1,0,0,0
So the AstraZeneca vaccine was created off of outdated information? I will continue to wait.,0,0,1,0,0,0,0,0,0,0,0,0
"@cheri_rotruck Why would you feel guilty about something unsafe, no longevity safety study, not enough chains to qualify as a vaccine, still need a mask, still can get sick, experimental crap made by a man who founded COVID with partners in CHINA, has stock in masks company and Moderna?",0,0,1,0,0,0,1,0,0,0,0,0
"@MattHancock @pfizer @BioNTech_Group @MHRAgovuk No one, regardless of their experience or qualifications can say what potential harm may be caused by an mRNA vaccine long-term. I'd rather get the virus https://t.co/WRM8a02z6g",0,0,0,0,0,0,0,0,1,0,0,0
"@delbigtree @RonPaul4Constit Well, that one's an obvious dud. But at least they did animal studies where they established its uselessness. Now let's look at Moderna where animal studies were bypassed. All we know is that it had 21% serious adverse reactions and no info if it even works to prevent anything,",0,0,0,0,0,0,1,0,1,0,0,0
The Cost of Big Pharma’s Covid-19 Vaccine Will Be Paid in Lives and in Billions of Dollars https://t.co/R3iLpfO4em,0,0,1,0,0,0,0,0,0,0,0,0
@ereditsh @YouTube It has to be tested properly or u end up wth seeing flu vaccine that was worse than the flu,0,0,0,0,0,0,1,0,0,0,0,0
"Yale University Professor says the un-vaccinated should be more afraid of the vaccinated NOT the other way around, got that @BorisJohnson @sajidjavid https://t.co/ibKuwPi1N4",0,0,0,0,1,0,0,0,0,0,0,0
@katiewr31413491 And young children should be tested for allergies before vaccination. Also Christian was given an overload of vaccines without any thought about possible harm. I find medical advice & coercion difficult to deal with.,0,0,0,0,0,0,0,0,1,0,0,0
"Zero point. Just a money making exersize. No vaccine, none, ever, has stopped you from getting, carrying, or transmitting, any known contagion, ever, because they are designed to reduce your symptoms if you get one. That's all. They've never eradicated anything. It's bollocks.",0,0,1,0,0,0,0,0,0,1,0,0
"34 y.o. ♀️️New York after #PfizerVaccine #myelitis #VAERS ""Based on temporal association and lack of other provided etiology, a possible contributory role of suspect BNT162B2 vaccine cannot be excluded for reported acute disseminated encephalomyelitis"" https://t.co/OT2FXxu1l3",0,0,0,0,0,0,0,0,1,0,0,0
"#CovidVaccine #COVID19 Is it a bit dangerous - just like with flu vaccines - to inform people that once they are vaccinated, they will protect others from getting a virus? Vaccines are not 100% effective, people may spread the virus, so... https://t.co/Kc4VKHEk6s via @YouTube",0,0,0,0,0,0,0,0,0,1,0,0
"At this point, any pro-covid-vaccines normie should start questioning a bit, or at least hold off their plans to get vaccinated. If you don’t, then I’m sorry to say, you are objectively either dumb or reckless. #Moderna #CovidVaccine #Ontario https://t.co/1JYkwP1XSq",0,0,0,0,0,0,0,0,0,0,0,1
The Vulnerable groups have been vaccinated that was the goal but this is now about Government control the virus is now just an excuse The Young don't need this vaccine nor does anyone fit under 50 We must STOP this State control   https://t.co/xqqrEJCtNT via @MailOnline,0,0,0,0,1,0,0,0,0,0,0,0
"6 Participants Died During Pfizer #COVID19 #Vaccine Trials – FDA Document Reveals | Dec 9 - Pfizer trial participant; after the second shot, he woke up with chills, shaking so hard he cracked a tooth. - “It hurt to even just lay in my bed sheet,” he said. https://t.co/WVl575Ir1H https://t.co/y845SCbH7s",0,0,0,0,0,0,0,0,1,0,0,0
"Listen to me now. We will agree to do our Vaccine Passport only when you'll get a normal hair style, man. Never. @BorisJohnson #BorisJohnson",0,1,0,0,0,0,0,0,0,0,0,0
"Saying this for weeks. Is some of this because we’re short of suitable vaccines for the young? Did they put too many eggs in the AstraZeneca basket, then found unsuitable for under 40’s? Are they opening up now, for fear of exposing failures of their ‘brilliant’ vaccine roll out? https://t.co/2wWAtMu4sd",0,0,0,1,0,0,0,0,0,1,0,0
"@Eyeswideopen69 Head of Oxford vaccine group ass-covers as Delta renders their vaccine largely useless in protection from infection, and the government seek to cover this up by boosting its recipients with mRNA vaccines. Fixed it for you",0,0,0,0,0,0,0,0,0,1,0,0
Once again Johnson in his wisdom has sanctioned that 2nd dose of vaccine to be given in 12 was despite all the scientists saying 3 weeks. More herd immunity? NO OTHER COUNTRY SUPPORT THIS I was invited but not going to take part in Johnson’s drugs trial,0,0,0,0,0,0,1,0,0,0,0,0
"@nbrez Fully agree, did you hear RTE's covid vaccine ""expert"" George Lee on the news? (I'm paraphrasing slightly here but..) ""yes there is a vaccine but hopefully it won't work, you're all still fukked"" thanks George 👏",0,0,0,0,0,0,0,0,0,1,0,0
@KaiTheNerdyWah @karpour So the answer is no :3 More “severe” side effects does not mean that one is more protected than those who did not experience them or have any. Everyone’s immune system is different. Some are more sensitive and mount a different response. Pfizer’s vaccine has been known to produce,0,0,0,0,0,0,0,0,1,0,0,0
"Dr. Nesheiwat: 'Great news' about Novavax's COVID-19 vaccine development | https://t.co/K7vaE0Hcw3 Okay, researchers! Let's dig in and find out if 'Novavax' is in any way related to Bill Gates or Dr. Fauci! NO VACCINES FROM THESE GHOULS!!!",0,0,1,0,0,0,0,0,0,0,0,0
I'd rather have Covid than be injected with a Covid vaccine produced under the direction of that lunatic in the White House,0,0,0,0,0,0,0,0,1,0,0,0
so @BorisJohnson 's DAD gets 2nd Covid vaccine jab within the 12-28 days vaccine manufacturers guidelines and gets the same manufacturers 2nd vaccine... thats convenient... alot havnt even had their first jab and dont know if/when their getting the second...,0,0,0,0,0,0,0,0,0,0,0,1
Premier Steven Marshall said the Therapeutic Goods Administration confirmed a case of thrombosis with thrombocytopenia syndrome (TTS) in a 72-year-old woman was likely linked to the AstraZeneca vaccine. https://t.co/w3e6TpX8Tv,0,0,0,0,0,0,0,0,1,0,0,0
@avniraja @belaraja Nope. There's clear unequivocal evidence that the Oxford vaccine offers minimal/negligible protection (10-20%) against mild and moderate COVID-19 infection caused by the S. African variant. It is yet unknown if it protects against severe disease caused by the S. African variant.,0,0,0,0,0,0,0,0,0,1,0,0
"@labuyes @KOmukungu the vaccines the government's are going to roll out for the masses, be very mindful of the 1918 - 1919 Spanish Influenza pandemic whereby 50 million people died worldwide, not from the virus but from the national vaccine program announced goal of vaccinating every person, ..",0,1,0,0,0,0,0,0,0,0,0,0
